
Reading eigenvectors

 ns, nv, nc, nk =     1   12   12    8
 nmat =     1152

kpoints follow:
    1   0.00000   0.00000   0.00000
    2   0.00000   0.00000   0.12500
    3   0.00000   0.00000   0.25000
    4   0.00000   0.00000   0.37500
    5   0.00000   0.00000   0.50000
    6   0.00000   0.00000  -0.37500
    7   0.00000   0.00000  -0.25000
    8   0.00000   0.00000  -0.12500

exciton energies follow (eV)
wtot = sum_k |A_vck|^2. wmax = max_k |A_vck|^2. |A_vc (ikmax)|^2 = wmax.


 Special analysis for state     1   0.83056
    c    v      wtot      wmax     ikmax
    2    3   0.00171   0.00143         5
    2    4   0.00163   0.00093         6
    2    5   0.00015   0.00004         7
    2    6   0.00042   0.00017         8
    2    7   0.00028   0.00012         1
    2    8   0.00014   0.00006         8
    2    9   0.00014   0.00010         1
    2   10   0.00015   0.00013         2
    2   11   0.00005   0.00002         2
    2   12   0.00004   0.00003         2
    3    1   0.01261   0.00354         6
    3    2   0.01133   0.00490         3
    3    3   0.00532   0.00144         8
    3    4   0.00350   0.00103         4
    3    5   0.00075   0.00057         3
    3    6   0.00077   0.00039         3
    3    7   0.00020   0.00006         2
    3    8   0.00033   0.00012         1
    3    9   0.00013   0.00005         3
    3   10   0.00011   0.00005         6
    3   11   0.00010   0.00004         6
    3   12   0.00013   0.00005         7
    4    1   0.00293   0.00144         5
    4    2   0.00385   0.00123         2
    4    3   0.00134   0.00068         4
    4    4   0.00080   0.00023         2
    4    5   0.00007   0.00005         2
    4    6   0.00005   0.00001         8
    4    7   0.00002   0.00001         7
    4    8   0.00004   0.00001         5
    4    9   0.00006   0.00004         4
    4   10   0.00005   0.00002         6
    4   11   0.00006   0.00004         5
    4   12   0.00006   0.00002         6
    5    1   0.00105   0.00029         8
    5    2   0.00102   0.00021         1
    5    3   0.00043   0.00020         3
    5    4   0.00073   0.00033         3
    5    5   0.00013   0.00003         5
    5    6   0.00008   0.00005         2
    5    7   0.00020   0.00008         1
    5    8   0.00005   0.00002         4
    5    9   0.00007   0.00003         5
    5   10   0.00005   0.00002         2
    5   11   0.00005   0.00001         2
    5   12   0.00003   0.00001         5
    6    1   0.00089   0.00034         8
    6    2   0.00105   0.00067         8
    6    3   0.00029   0.00018         2
    6    4   0.00040   0.00030         2
    6    5   0.00013   0.00009         2
    6    6   0.00014   0.00010         2
    6    7   0.00014   0.00004         2
    6    8   0.00006   0.00002         2
    6    9   0.00003   0.00002         3
    6   10   0.00002   0.00000         8
    6   11   0.00004   0.00001         3
    6   12   0.00004   0.00001         7
    7    1   0.00025   0.00011         8
    7    2   0.00013   0.00009         7
    7    3   0.00001   0.00000         1
    7    4   0.00005   0.00002         8
    7    5   0.00010   0.00004         4
    7    6   0.00006   0.00003         8
    7    7   0.00003   0.00001         1
    7    8   0.00001   0.00001         3
    7    9   0.00003   0.00002         8
    7   10   0.00002   0.00001         1
    7   11   0.00002   0.00001         5
    7   12   0.00006   0.00003         5
    8    1   0.00041   0.00023         7
    8    2   0.00014   0.00005         1
    8    3   0.00020   0.00015         1
    8    4   0.00014   0.00007         1
    8    5   0.00004   0.00001         3
    8    6   0.00004   0.00002         8
    8    7   0.00005   0.00002         6
    8    8   0.00002   0.00001         7
    8    9   0.00003   0.00002         7
    8   10   0.00000   0.00000         3
