# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     724     0.00000     0.00000     0.00411   -3.997212637   -4.612089921   -0.614877284
     1     724     0.00000     0.00000     0.00548   -3.995228939   -4.606886995   -0.611658057
     1     724     0.00000     0.00000     0.00685   -3.992764666   -4.600084720   -0.607320054
     1     724     0.00000     0.00000     0.00822   -3.989735488   -4.590922985   -0.601187497
     1     724     0.00000     0.00000     0.00959   -3.986095653   -4.579120274   -0.593024621
     1     724     0.00000     0.00000     0.01096   -3.981838912   -4.564952035   -0.583113123
     1     724     0.00000     0.00000     0.01233   -3.977001839   -4.549110766   -0.572108927
     1     724     0.00000     0.00000     0.01370   -3.971654172   -4.532451180   -0.560797008
     1     724     0.00000     0.00000     0.01507   -3.965912823   -4.515754574   -0.549841750
     1     724     0.00000     0.00000     0.01644   -3.959889773   -4.499540546   -0.539650773
     1     724     0.00000     0.00000     0.01781   -3.953707225   -4.484125283   -0.530418057
     1     724     0.00000     0.00000     0.01918   -3.947482710   -4.469697459   -0.522214749
     1     724     0.00000     0.00000     0.02055   -3.941304313   -4.456395451   -0.515091138
     1     724     0.00000     0.00000     0.02192   -3.935274553   -4.444457752   -0.509183198
     1     724     0.00000     0.00000     0.02329   -3.929493570   -4.434323270   -0.504829700
     1     724     0.00000     0.00000     0.02466   -3.924111517   -4.426900912   -0.502789394
     1     724     0.00000     0.00000     0.02603   -3.919347469   -4.424009066   -0.504661597
     1     724     0.00000     0.00000     0.02740   -3.915586489   -4.429012014   -0.513425525
     1     724     0.00000     0.00000     0.02877   -3.913461280   -4.445691302   -0.532230022
     1     724     0.00000     0.00000     0.03014   -3.913552696   -4.471186346   -0.557633650
     1     724     0.00000     0.00000     0.03151   -3.915687860   -4.495152415   -0.579464555
     1     724     0.00000     0.00000     0.03288   -3.919066104   -4.513362649   -0.594296545
