# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     720     0.00000     0.00000     0.03288   -4.220061949   -4.940049700   -0.719987751
     1     720     0.00000     0.00000     0.03425   -4.221999070   -4.945622591   -0.723623521
     1     720     0.00000     0.00000     0.03562   -4.223591364   -4.949496366   -0.725905002
     1     720     0.00000     0.00000     0.03699   -4.224833463   -4.952110405   -0.727276942
     1     720     0.00000     0.00000     0.03836   -4.225719449   -4.953860235   -0.728140786
     1     720     0.00000     0.00000     0.03973   -4.226252891   -4.954905140   -0.728652249
     1     720     0.00000     0.00000     0.04110   -4.226430983   -4.955254143   -0.728823160
     1     721     0.00000     0.00000     0.00000   -4.087106781   -4.596364239   -0.509257458
     1     721     0.00000     0.00000     0.00137   -4.088927020   -4.618115794   -0.529188774
     1     721     0.00000     0.00000     0.00274   -4.093042896   -4.652436554   -0.559393658
     1     721     0.00000     0.00000     0.00411   -4.097838357   -4.677456078   -0.579617721
     1     721     0.00000     0.00000     0.00548   -4.103222130   -4.690035005   -0.586812875
     1     721     0.00000     0.00000     0.00685   -4.110524392   -4.691666048   -0.581141656
     1     721     0.00000     0.00000     0.00822   -4.120190890   -4.689978944   -0.569788054
     1     721     0.00000     0.00000     0.00959   -4.130698692   -4.690486049   -0.559787357
     1     721     0.00000     0.00000     0.01096   -4.140484045   -4.697491170   -0.557007125
     1     721     0.00000     0.00000     0.01233   -4.149009694   -4.712486335   -0.563476641
     1     721     0.00000     0.00000     0.01370   -4.156555848   -4.731133533   -0.574577685
     1     721     0.00000     0.00000     0.01507   -4.163454544   -4.750309558   -0.586855013
     1     721     0.00000     0.00000     0.01644   -4.169875009   -4.769124528   -0.599249519
     1     721     0.00000     0.00000     0.01781   -4.175868995   -4.787413504   -0.611544508
     1     721     0.00000     0.00000     0.01918   -4.181380679   -4.804843542   -0.623462863
     1     721     0.00000     0.00000     0.02055   -4.184955387   -4.801226448   -0.616271061
     1     721     0.00000     0.00000     0.02192   -4.178991911   -4.768225748   -0.589233836
     1     721     0.00000     0.00000     0.02329   -4.170987065   -4.759547144   -0.588560079
     1     721     0.00000     0.00000     0.02466   -4.162779468   -4.752287821   -0.589508353
     1     721     0.00000     0.00000     0.02603   -4.154500430   -4.745396480   -0.590896050
     1     721     0.00000     0.00000     0.02740   -4.146197262   -4.738754398   -0.592557136
     1     721     0.00000     0.00000     0.02877   -4.137892168   -4.732360810   -0.594468642
     1     721     0.00000     0.00000     0.03014   -4.129609351   -4.726261070   -0.596651720
     1     721     0.00000     0.00000     0.03151   -4.121362525   -4.720528425   -0.599165901
     1     721     0.00000     0.00000     0.03288   -4.113174912   -4.715313643   -0.602138731
     1     721     0.00000     0.00000     0.03425   -4.105067526   -4.710899197   -0.605831671
     1     721     0.00000     0.00000     0.03562   -4.097091605   -4.707881502   -0.610789898
     1     721     0.00000     0.00000     0.03699   -4.089315665   -4.707514573   -0.618198907
     1     721     0.00000     0.00000     0.03836   -4.081930755   -4.712670459   -0.630739703
     1     721     0.00000     0.00000     0.03973   -4.075525261   -4.729674349   -0.654149088
     1     721     0.00000     0.00000     0.04110   -4.072405216   -4.750729886   -0.678324670
     1     722     0.00000     0.00000     0.00000   -4.066409706   -4.786448902   -0.720039196
     1     722     0.00000     0.00000     0.00137   -4.065004059   -4.759279627   -0.694275568
     1     722     0.00000     0.00000     0.00274   -4.063569179   -4.694692743   -0.631123564
     1     722     0.00000     0.00000     0.00411   -4.068083066   -4.634779289   -0.566696223
     1     722     0.00000     0.00000     0.00548   -4.075692597   -4.627386212   -0.551693615
     1     722     0.00000     0.00000     0.00685   -4.080551045   -4.631491746   -0.550940702
     1     722     0.00000     0.00000     0.00822   -4.081286265   -4.633527483   -0.552241218
     1     722     0.00000     0.00000     0.00959   -4.079218310   -4.631434035   -0.552215725
     1     722     0.00000     0.00000     0.01096   -4.075625452   -4.627105094   -0.551479642
     1     722     0.00000     0.00000     0.01233   -4.071205319   -4.621917037   -0.550711718
     1     722     0.00000     0.00000     0.01370   -4.066299056   -4.616451487   -0.550152431
     1     722     0.00000     0.00000     0.01507   -4.061097972   -4.610956315   -0.549858343
     1     722     0.00000     0.00000     0.01644   -4.055713261   -4.605560157   -0.549846896
     1     722     0.00000     0.00000     0.01781   -4.050221985   -4.600357293   -0.550135308
     1     722     0.00000     0.00000     0.01918   -4.044678480   -4.595431544   -0.550753064
     1     722     0.00000     0.00000     0.02055   -4.039129809   -4.590911248   -0.551781439
     1     722     0.00000     0.00000     0.02192   -4.033625516   -4.586997740   -0.553372224
     1     722     0.00000     0.00000     0.02329   -4.028225854   -4.584047190   -0.555821337
     1     722     0.00000     0.00000     0.02466   -4.023047158   -4.582736542   -0.559689385
     1     722     0.00000     0.00000     0.02603   -4.018313583   -4.584328830   -0.566015247
     1     722     0.00000     0.00000     0.02740   -4.014535779   -4.590562455   -0.576026675
     1     722     0.00000     0.00000     0.02877   -4.012734794   -4.600169612   -0.587434818
     1     722     0.00000     0.00000     0.03014   -4.013817177   -4.605727329   -0.591910152
     1     722     0.00000     0.00000     0.03151   -4.017290266   -4.606954271   -0.589664005
     1     722     0.00000     0.00000     0.03288   -4.022182672   -4.607627312   -0.585444641
     1     722     0.00000     0.00000     0.03425   -4.027891631   -4.608339576   -0.580447945
     1     722     0.00000     0.00000     0.03562   -4.034109392   -4.608366373   -0.574256981
     1     722     0.00000     0.00000     0.03699   -4.040612976   -4.606374480   -0.565761504
     1     722     0.00000     0.00000     0.03836   -4.047135942   -4.599557552   -0.552421610
     1     722     0.00000     0.00000     0.03973   -4.053043350   -4.581590899   -0.528547549
     1     722     0.00000     0.00000     0.04110   -4.056001610   -4.560222041   -0.504220431
     1     723     0.00000     0.00000     0.00000   -4.031987472   -4.536594047   -0.504606575
     1     723     0.00000     0.00000     0.00137   -4.037513428   -4.577603345   -0.540089917
     1     723     0.00000     0.00000     0.00274   -4.045344454   -4.639143507   -0.593799053
     1     723     0.00000     0.00000     0.00411   -4.046284837   -4.690474583   -0.644189745
     1     723     0.00000     0.00000     0.00548   -4.041834996   -4.689405494   -0.647570498
     1     723     0.00000     0.00000     0.00685   -4.035988417   -4.676961729   -0.640973312
     1     723     0.00000     0.00000     0.00822   -4.029831680   -4.663317312   -0.633485631
     1     723     0.00000     0.00000     0.00959   -4.023683640   -4.649682973   -0.625999333
     1     723     0.00000     0.00000     0.01096   -4.017716314   -4.636281381   -0.618565067
     1     723     0.00000     0.00000     0.01233   -4.012035493   -4.623261780   -0.611226287
     1     723     0.00000     0.00000     0.01370   -4.006730969   -4.610805848   -0.604074878
     1     723     0.00000     0.00000     0.01507   -4.001905968   -4.599125108   -0.597219140
     1     723     0.00000     0.00000     0.01644   -3.997653253   -4.588382165   -0.590728912
     1     723     0.00000     0.00000     0.01781   -3.994085781   -4.578716379   -0.584630597
